Academic Year,County Code,District Code,School Code,County Name,District Name,School Name
2021-2022,19,64733,6017131,Los Angeles,Los Angeles Unified,Ford Boulevard Elementary
2021-2022,19,64733,6017149,Los Angeles,Los Angeles Unified,Forty-Ninth Street Elementary
2021-2022,19,64733,6017156,Los Angeles,Los Angeles Unified,Forty-Second Street Elementary
2021-2022,19,64733,6061451,Los Angeles,Los Angeles Unified,Foshay Learning Center
2021-2022,19,64733,6017164,Los Angeles,Los Angeles Unified,Fourth Street Elementary
2021-2022,19,64733,0133744,Los Angeles,Los Angeles Unified,Fourth Street Primary Center
2021-2022,19,64733,1995448,Los Angeles,Los Angeles Unified,Francisco Bravo Medical Magnet High
2021-2022,19,64733,6058291,Los Angeles,Los Angeles Unified,Francisco Sepulveda Middle
2021-2022,19,64733,0111971,Los Angeles,Los Angeles Unified,Frank del Olmo Elementary
2021-2022,19,64733,6017172,Los Angeles,Los Angeles Unified,Franklin Avenue Elementary
2021-2022,19,64733,0110668,Los Angeles,Los Angeles Unified,Frida Kahlo High
2021-2022,19,64733,6017180,Los Angeles,Los Angeles Unified,Fries Avenue Elementary
2021-2022,19,64733,6017198,Los Angeles,Los Angeles Unified,Fullbright Avenue Elementary
2021-2022,19,64733,0108886,Los Angeles,Los Angeles Unified,Gabriella Charter
2021-2022,19,64733,0135509,Los Angeles,Los Angeles Unified,Gabriella Charter 2
2021-2022,19,64733,6017206,Los Angeles,Los Angeles Unified,Garden Grove Elementary
2021-2022,19,64733,6017214,Los Angeles,Los Angeles Unified,Gardena Elementary
2021-2022,19,64733,1933241,Los Angeles,Los Angeles Unified,Gardena Senior High
2021-2022,19,64733,6017222,Los Angeles,Los Angeles Unified,Gardner Street Elementary
2021-2022,19,64733,6017230,Los Angeles,Los Angeles Unified,Garvanza Elementary
2021-2022,19,64733,0109223,Los Angeles,Los Angeles Unified,Garza (Carmen Lomas) Primary Center
2021-2022,19,64733,6061584,Los Angeles,Los Angeles Unified,Gaspar De Portola Charter Middle
2021-2022,19,64733,6017248,Los Angeles,Los Angeles Unified,Gates Street Elementary
2021-2022,19,64733,6017255,Los Angeles,Los Angeles Unified,Gault Street Elementary
2021-2022,19,64733,0111955,Los Angeles,Los Angeles Unified,George De La Torre Jr. Elementary
2021-2022,19,64733,6061477,Los Angeles,Los Angeles Unified,George Ellery Hale Charter Academy
2021-2022,19,64733,6058242,Los Angeles,Los Angeles Unified,George K. Porter Middle
2021-2022,19,64733,1931518,Los Angeles,Los Angeles Unified,George S. Patton Continuation
2021-2022,19,64733,6057921,Los Angeles,Los Angeles Unified,George Washington Carver Middle
2021-2022,19,64733,1939305,Los Angeles,Los Angeles Unified,George Washington Preparatory High
2021-2022,19,64733,0126425,Los Angeles,Los Angeles Unified,"Gerald A. Lawson Academy of the Arts, Mathematics and Science"
2021-2022,19,64733,6017263,Los Angeles,Los Angeles Unified,Germain Academy For Academic Achievement
2021-2022,19,64733,6019244,Los Angeles,Los Angeles Unified,Gil Garcetti Learning Academy
2021-2022,19,64733,0133603,Los Angeles,Los Angeles Unified,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math"
2021-2022,19,64733,0133710,Los Angeles,Los Angeles Unified,Girls Athletic Leadership School Los Angeles
2021-2022,19,64733,6017271,Los Angeles,Los Angeles Unified,"Glassell Park ES Science, Technology, Engineering, Arts and Math Magnet"
2021-2022,19,64733,6017289,Los Angeles,Los Angeles Unified,Gledhill Street Elementary
2021-2022,19,64733,6017297,Los Angeles,Los Angeles Unified,Glen Alta Elementary
2021-2022,19,64733,6017305,Los Angeles,Los Angeles Unified,Glenfeliz Boulevard Elementary
2021-2022,19,64733,6066294,Los Angeles,Los Angeles Unified,Glenn Hammond Curtiss Middle
2021-2022,19,64733,6017313,Los Angeles,Los Angeles Unified,Glenwood Elementary
2021-2022,19,64733,0114967,Los Angeles,Los Angeles Unified,Global Education Academy
2021-2022,19,64733,0129833,Los Angeles,Los Angeles Unified,Global Education Academy 2
2021-2022,19,64733,0117978,Los Angeles,Los Angeles Unified,Goethe International Charter
2021-2022,19,64733,6017321,Los Angeles,Los Angeles Unified,Graham Elementary
2021-2022,19,64733,6017339,Los Angeles,Los Angeles Unified,Granada Elementary
2021-2022,19,64733,1933746,Los Angeles,Los Angeles Unified,Granada Hills Charter
2021-2022,19,64733,6017347,Los Angeles,Los Angeles Unified,Grand View Boulevard Elementary
2021-2022,19,64733,6017354,Los Angeles,Los Angeles Unified,Grant Elementary
2021-2022,19,64733,6017362,Los Angeles,Los Angeles Unified,Grape Street Elementary
2021-2022,19,64733,6113419,Los Angeles,Los Angeles Unified,Gratts Learning Academy for Young Scholars (GLAYS)
2021-2022,19,64733,6017388,Los Angeles,Los Angeles Unified,Gridley Street Elementary
2021-2022,19,64733,6017396,Los Angeles,Los Angeles Unified,Griffin Avenue Elementary
2021-2022,19,64733,6058036,Los Angeles,Los Angeles Unified,Griffith Middle
2021-2022,19,64733,1931864,Los Angeles,Los Angeles Unified,Grover Cleveland Charter High
2021-2022,19,64733,6017404,Los Angeles,Los Angeles Unified,Gulf Avenue Elementary
2021-2022,19,64733,6017412,Los Angeles,Los Angeles Unified,Haddon Avenue Elementary
2021-2022,19,64733,6017420,Los Angeles,Los Angeles Unified,Halldale Elementary
2021-2022,19,64733,6017438,Los Angeles,Los Angeles Unified,Hamlin Charter Academy
2021-2022,19,64733,6017453,Los Angeles,Los Angeles Unified,Hancock Park Elementary
2021-2022,19,64733,6017461,Los Angeles,Los Angeles Unified,Harbor City Elementary
2021-2022,19,64733,6017479,Los Angeles,Los Angeles Unified,Harding Street Elementary
2021-2022,19,64733,0106955,Los Angeles,Los Angeles Unified,Harmony Elementary
2021-2022,19,64733,1930619,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity)
2021-2022,19,64733,1930296,Los Angeles,Los Angeles Unified,Harris Newmark Continuation
2021-2022,19,64733,6017487,Los Angeles,Los Angeles Unified,Harrison Street Elementary
2021-2022,19,64733,0126581,Los Angeles,Los Angeles Unified,Harry Bridges Span
2021-2022,19,64733,6017495,Los Angeles,Los Angeles Unified,Hart Street Elementary
2021-2022,19,64733,0109314,Los Angeles,Los Angeles Unified,Harvard Elementary
2021-2022,19,64733,6017503,Los Angeles,Los Angeles Unified,Haskell Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet
2021-2022,19,64733,6017511,Los Angeles,Los Angeles Unified,Hawaiian Avenue Elementary
2021-2022,19,64733,6017529,Los Angeles,Los Angeles Unified,Haynes Charter For Enriched Studies
2021-2022,19,64733,6017537,Los Angeles,Los Angeles Unified,Hazeltine Avenue Elementary
2021-2022,19,64733,0117069,Los Angeles,Los Angeles Unified,Helen Bernstein High
2021-2022,19,64733,6017545,Los Angeles,Los Angeles Unified,Heliotrope Avenue Elementary
2021-2022,19,64733,1932250,Los Angeles,Los Angeles Unified,Henry David Thoreau Continuation
2021-2022,19,64733,6061469,Los Angeles,Los Angeles Unified,Henry T. Gage Middle
2021-2022,19,64733,6017552,Los Angeles,Los Angeles Unified,Herrick Avenue Elementary
2021-2022,19,64733,0112060,Los Angeles,Los Angeles Unified,Hesby Oaks Leadership Charter
2021-2022,19,64733,0100677,Los Angeles,Los Angeles Unified,High Tech LA
2021-2022,19,64733,0137471,Los Angeles,Los Angeles Unified,High Tech LA Middle
2021-2022,19,64733,1931393,Los Angeles,Los Angeles Unified,Highland Park Continuation
2021-2022,19,64733,0126474,Los Angeles,Los Angeles Unified,"Hilda L. Solis Learning Academy School of Technology, Business and Education"
2021-2022,19,64733,6017586,Los Angeles,Los Angeles Unified,Hillcrest Drive Elementary
2021-2022,19,64733,6017081,Los Angeles,Los Angeles Unified,Hillery T. Broadous Elementary
2021-2022,19,64733,6017594,Los Angeles,Los Angeles Unified,Hillside Elementary
2021-2022,19,64733,6017602,Los Angeles,Los Angeles Unified,Hobart Boulevard Elementary
2021-2022,19,64733,6058051,Los Angeles,Los Angeles Unified,Hollenbeck Middle
2021-2022,19,64733,0109298,Los Angeles,Los Angeles Unified,Hollywood Elementary
2021-2022,19,64733,1934033,Los Angeles,Los Angeles Unified,Hollywood Senior High
2021-2022,19,64733,6017610,Los Angeles,Los Angeles Unified,Holmes Avenue Elementary
2021-2022,19,64733,6017628,Los Angeles,Los Angeles Unified,Hooper Avenue Elementary
2021-2022,19,64733,0109249,Los Angeles,Los Angeles Unified,Hooper Avenue Primary Center
2021-2022,19,64733,6017636,Los Angeles,Los Angeles Unified,Hoover Street Elementary
2021-2022,19,64733,0109421,Los Angeles,Los Angeles Unified,Hope Street Elementary
2021-2022,19,64733,0135681,Los Angeles,Los Angeles Unified,Horace Mann UCLA Community
2021-2022,19,64733,6017644,Los Angeles,Los Angeles Unified,Hubbard Street Elementary
2021-2022,19,64733,6057871,Los Angeles,Los Angeles Unified,Hubert Howe Bancroft Middle
2021-2022,19,64733,0122358,Los Angeles,Los Angeles Unified,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4
2021-2022,19,64733,0127787,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles
2021-2022,19,64733,6017651,Los Angeles,Los Angeles Unified,Humphreys Avenue Elementary
2021-2022,19,64733,6017669,Los Angeles,Los Angeles Unified,Huntington Drive Elementary
2021-2022,19,64733,0111997,Los Angeles,Los Angeles Unified,Huntington Park Elementary
2021-2022,19,64733,1934157,Los Angeles,Los Angeles Unified,Huntington Park Senior High
2021-2022,19,64733,0117952,Los Angeles,Los Angeles Unified,ICEF Innovation Los Angeles Charter
2021-2022,19,64733,6117048,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory Elementary
2021-2022,19,64733,0101196,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory High
2021-2022,19,64733,6121081,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory Middle
2021-2022,19,64733,0117937,Los Angeles,Los Angeles Unified,ICEF Vista Elementary Academy
2021-2022,19,64733,0115287,Los Angeles,Los Angeles Unified,ICEF Vista Middle Academy
2021-2022,19,64733,1931690,Los Angeles,Los Angeles Unified,Independence Continuation
2021-2022,19,64733,6114722,Los Angeles,Los Angeles Unified,Independence Elementary
2021-2022,19,64733,0121137,Los Angeles,Los Angeles Unified,Ingenium Charter
2021-2022,19,64733,0127985,Los Angeles,Los Angeles Unified,Ingenium Charter Middle
2021-2022,19,64733,0107011,Los Angeles,Los Angeles Unified,International Studies Learning Center at Legacy High School Complex
2021-2022,19,64733,0140111,Los Angeles,Los Angeles Unified,Invictus Leadership Academy
2021-2022,19,64733,0123984,Los Angeles,Los Angeles Unified,ISANA Cardinal Academy
2021-2022,19,64733,0135954,Los Angeles,Los Angeles Unified,ISANA Himalia Academy
2021-2022,19,64733,0108910,Los Angeles,Los Angeles Unified,ISANA Nascent Academy
2021-2022,19,64733,0122655,Los Angeles,Los Angeles Unified,ISANA Octavia Academy
2021-2022,19,64733,0123166,Los Angeles,Los Angeles Unified,ISANA Palmati Academy
2021-2022,19,64733,6017685,Los Angeles,Los Angeles Unified,Ivanhoe Elementary
2021-2022,19,64733,0106351,Los Angeles,Los Angeles Unified,Ivy Academia
2021-2022,19,64733,0128389,Los Angeles,Los Angeles Unified,"Ivy Bound Academy Math, Science, and Technology Charter Middle 2"
2021-2022,19,64733,0115113,Los Angeles,Los Angeles Unified,"Ivy Bound Academy of Math, Science, and Technology Charter Middle"
2021-2022,19,64733,0116954,Los Angeles,Los Angeles Unified,Jack London Community Day
2021-2022,19,64733,1931450,Los Angeles,Los Angeles Unified,Jack London Continuation
2021-2022,19,64733,0122168,Los Angeles,Los Angeles Unified,Jaime Escalante Elementary
2021-2022,19,64733,1933381,Los Angeles,Los Angeles Unified,James A. Garfield Senior High
2021-2022,19,64733,6060511,Los Angeles,Los Angeles Unified,James J. McBride Special Education Center
2021-2022,19,64733,0109884,Los Angeles,Los Angeles Unified,James Jordan Middle
2021-2022,19,64733,6061519,Los Angeles,Los Angeles Unified,James Madison Middle
2021-2022,19,64733,1935865,Los Angeles,Los Angeles Unified,James Monroe High
2021-2022,19,64733,1932334,Los Angeles,Los Angeles Unified,Jane Addams Continuation
2021-2022,19,64733,1935717,Los Angeles,Los Angeles Unified,Joaquin Miller Career and Transition Center
2021-2022,19,64733,6058325,Los Angeles,Los Angeles Unified,John A. Sutter Middle
2021-2022,19,64733,6057855,Los Angeles,Los Angeles Unified,John Adams Middle
2021-2022,19,64733,6018196,Los Angeles,Los Angeles Unified,John B. Monlux Elementary
2021-2022,19,64733,6061410,Los Angeles,Los Angeles Unified,John Burroughs Middle
2021-2022,19,64733,1933118,Los Angeles,Los Angeles Unified,John C. Fremont Senior High
2021-2022,19,64733,1939941,Los Angeles,Los Angeles Unified,John F. Kennedy High
2021-2022,19,64733,1932987,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic
2021-2022,19,64733,0114199,Los Angeles,Los Angeles Unified,John H. Liechty Middle
2021-2022,19,64733,1931971,Los Angeles,Los Angeles Unified,John Hope Continuation
2021-2022,19,64733,1935568,Los Angeles,Los Angeles Unified,John Marshall Senior High
2021-2022,19,64733,6058176,Los Angeles,Los Angeles Unified,John Muir Middle
2021-2022,19,64733,1930940,Los Angeles,Los Angeles Unified,John R. Wooden High
2021-2022,19,64733,0109355,Los Angeles,Los Angeles Unified,John W. Mack Elementary
2021-2022,19,64733,6061535,Los Angeles,Los Angeles Unified,"Johnnie Cochran, Jr., Middle"
2021-2022,19,64733,1934454,Los Angeles,Los Angeles Unified,Jordan High
2021-2022,19,64733,6061501,Los Angeles,Los Angeles Unified,Joseph Le Conte Middle
2021-2022,19,64733,1939784,Los Angeles,Los Angeles Unified,Joseph Pomeroy Widney Career Preparatory and Transition Center
2021-2022,19,64733,0122176,Los Angeles,Los Angeles Unified,Judith F. Baca Arts Academy
2021-2022,19,64733,0122192,Los Angeles,Los Angeles Unified,Julie Korenstein Elementary
2021-2022,19,64733,6017693,Los Angeles,Los Angeles Unified,Justice Street Academy Charter
2021-2022,19,64733,0135707,Los Angeles,Los Angeles Unified,Katherine Johnson STEM Academy
2021-2022,19,64733,6017701,Los Angeles,Los Angeles Unified,Kenter Canyon Elementary Charter
2021-2022,19,64733,6017719,Los Angeles,Los Angeles Unified,Kentwood Elementary
2021-2022,19,64733,6017727,Los Angeles,Los Angeles Unified,Kester Avenue Elementary
2021-2022,19,64733,1933001,Los Angeles,Los Angeles Unified,King/Drew Medical Magnet High
2021-2022,19,64733,0109405,Los Angeles,Los Angeles Unified,Kingsley Elementary
2021-2022,19,64733,0128512,Los Angeles,Los Angeles Unified,KIPP Academy of Innovation
2021-2022,19,64733,0101444,Los Angeles,Los Angeles Unified,KIPP Academy of Opportunity
2021-2022,19,64733,0121707,Los Angeles,Los Angeles Unified,KIPP Comienza Community Prep
2021-2022,19,64733,0135517,Los Angeles,Los Angeles Unified,KIPP Corazon Academy
2021-2022,19,64733,0121699,Los Angeles,Los Angeles Unified,KIPP Empower Academy
2021-2022,19,64733,0120014,Los Angeles,Los Angeles Unified,KIPP Endeavor College Preparatory Charter
2021-2022,19,64733,0131771,Los Angeles,Los Angeles Unified,KIPP Ignite Academy
2021-2022,19,64733,0127670,Los Angeles,Los Angeles Unified,KIPP Iluminar Academy
2021-2022,19,64733,0100867,Los Angeles,Los Angeles Unified,KIPP Los Angeles College Preparatory
2021-2022,19,64733,0125609,Los Angeles,Los Angeles Unified,KIPP Philosophers Academy
2021-2022,19,64733,0131797,Los Angeles,Los Angeles Unified,KIPP Promesa Prep
2021-2022,19,64733,0139071,Los Angeles,Los Angeles Unified,KIPP Pueblo Unido
2021-2022,19,64733,0117903,Los Angeles,Los Angeles Unified,KIPP Raices Academy
2021-2022,19,64733,0125625,Los Angeles,Los Angeles Unified,KIPP Scholar Academy
2021-2022,19,64733,0125641,Los Angeles,Los Angeles Unified,KIPP Sol Academy
2021-2022,19,64733,0129460,Los Angeles,Los Angeles Unified,KIPP Vida Preparatory Academy
2021-2022,19,64733,6017735,Los Angeles,Los Angeles Unified,Kittridge Street Elementary
2021-2022,19,64733,6017743,Los Angeles,Los Angeles Unified,Knollwood Preparatory Academy
2021-2022,19,64733,6017750,Los Angeles,Los Angeles Unified,La Salle Avenue Elementary
2021-2022,19,64733,6119093,Los Angeles,Los Angeles Unified,Lafayette Park Primary Center
2021-2022,19,64733,1931716,Los Angeles,Los Angeles Unified,Lake Balboa College Preparatory Magnet K-12
2021-2022,19,64733,0109199,Los Angeles,Los Angeles Unified,Lake Street Primary
2021-2022,19,64733,6017768,Los Angeles,Los Angeles Unified,Lanai Road Elementary
2021-2022,19,64733,6017776,Los Angeles,Los Angeles Unified,Langdon Avenue Elementary
2021-2022,19,64733,6017784,Los Angeles,Los Angeles Unified,Lankershim Elementary
2021-2022,19,64733,0108928,Los Angeles,Los Angeles Unified,Larchmont Charter
2021-2022,19,64733,6017792,Los Angeles,Los Angeles Unified,Lassen Elementary
2021-2022,19,64733,6017800,Los Angeles,Los Angeles Unified,Latona Avenue Elementary
2021-2022,19,64733,6017818,Los Angeles,Los Angeles Unified,Laurel Elementary
2021-2022,19,64733,6017826,Los Angeles,Los Angeles Unified,Leapwood Avenue Elementary
2021-2022,19,64733,0137513,Los Angeles,Los Angeles Unified,Learning by Design Charter
2021-2022,19,64733,6017834,Los Angeles,Los Angeles Unified,Leland Street Elementary
2021-2022,19,64733,6017842,Los Angeles,Los Angeles Unified,Lemay Street Elementary
2021-2022,19,64733,6019483,Los Angeles,Los Angeles Unified,Lenicia B. Weemes Elementary
2021-2022,19,64733,6110266,Los Angeles,Los Angeles Unified,Leo Politi Elementary
2021-2022,19,64733,0109264,Los Angeles,Los Angeles Unified,Lexington Avenue Primary Center
2021-2022,19,64733,0131904,Los Angeles,Los Angeles Unified,Libertas College Preparatory Charter
2021-2022,19,64733,6017859,Los Angeles,Los Angeles Unified,Liberty Boulevard Elementary
2021-2022,19,64733,6017867,Los Angeles,Los Angeles Unified,Liggett Street Elementary
2021-2022,19,64733,6017875,Los Angeles,Los Angeles Unified,Lillian Street Elementary
2021-2022,19,64733,6017883,Los Angeles,Los Angeles Unified,Limerick Avenue Elementary
2021-2022,19,64733,0126516,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine
2021-2022,19,64733,0126524,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High B LIBRA Academy
2021-2022,19,64733,0126532,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High C School of Social Justice
2021-2022,19,64733,6017891,Los Angeles,Los Angeles Unified,Lockhurst Drive Charter Elementary
2021-2022,19,64733,6017909,Los Angeles,Los Angeles Unified,Lockwood Avenue Elementary
2021-2022,19,64733,6017917,Los Angeles,Los Angeles Unified,Logan Academy of Global Ecology
2021-2022,19,64733,6017925,Los Angeles,Los Angeles Unified,Loma Vista Elementary
2021-2022,19,64733,6017933,Los Angeles,Los Angeles Unified,Lomita Math/Science/Technology Magnet
2021-2022,19,64733,6066278,Los Angeles,Los Angeles Unified,Loren Miller Elementary
2021-2022,19,64733,6017941,Los Angeles,Los Angeles Unified,Lorena Street Elementary
2021-2022,19,64733,6017958,Los Angeles,Los Angeles Unified,Loreto Street Elementary
2021-2022,19,64733,6017966,Los Angeles,Los Angeles Unified,Lorne Street Elementary
2021-2022,19,64733,6115794,Los Angeles,Los Angeles Unified,Los Angeles Academy Middle
2021-2022,19,64733,0110304,Los Angeles,Los Angeles Unified,Los Angeles Academy of Arts and Enterprise
2021-2022,19,64733,1932847,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies
2021-2022,19,64733,6111512,Los Angeles,Los Angeles Unified,Los Angeles Elementary
2021-2022,19,64733,0117747,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts
2021-2022,19,64733,1996610,Los Angeles,Los Angeles Unified,Los Angeles Leadership Academy
2021-2022,19,64733,0124818,Los Angeles,Los Angeles Unified,Los Angeles Leadership Primary Academy
2021-2022,19,64733,1935352,Los Angeles,Los Angeles Unified,Los Angeles Senior High
2021-2022,19,64733,0137463,Los Angeles,Los Angeles Unified,Los Feliz Charter Middle School for the Arts
2021-2022,19,64733,0112235,Los Angeles,Los Angeles Unified,Los Feliz Charter School for the Arts
2021-2022,19,64733,6017974,Los Angeles,Los Angeles Unified,Los Feliz Science/Tech/Engineer/Math/Medicine Magnet
2021-2022,19,64733,6018485,Los Angeles,Los Angeles Unified,Lovelia P. Flournoy Elementary
2021-2022,19,64733,6017982,Los Angeles,Los Angeles Unified,Loyola Village Fine And Performing Arts Magnet
2021-2022,19,64733,0126391,Los Angeles,Los Angeles Unified,Lucille Roybal-Allard Elementary
2021-2022,19,64733,6057897,Los Angeles,Los Angeles Unified,Luther Burbank Middle
2021-2022,19,64733,6120810,Los Angeles,Los Angeles Unified,MacArthur Park Elementary School for the Visual and Performing Arts
2021-2022,19,64733,0109413,Los Angeles,Los Angeles Unified,Madison Elementary
2021-2022,19,64733,6017990,Los Angeles,Los Angeles Unified,Magnolia Avenue Elementary
2021-2022,19,64733,0117622,Los Angeles,Los Angeles Unified,Magnolia Science Academy 4
2021-2022,19,64733,0117648,Los Angeles,Los Angeles Unified,Magnolia Science Academy 6
2021-2022,19,64733,0117655,Los Angeles,Los Angeles Unified,Magnolia Science Academy 7
2021-2022,19,64733,0122747,Los Angeles,Los Angeles Unified,Magnolia Science Academy Bell
2021-2022,19,64733,6018006,Los Angeles,Los Angeles Unified,Main Street Elementary
2021-2022,19,64733,6018014,Los Angeles,Los Angeles Unified,Malabar Street Elementary
2021-2022,19,64733,6018022,Los Angeles,Los Angeles Unified,Manchester Avenue Elementary
2021-2022,19,64733,6018030,Los Angeles,Los Angeles Unified,Manhattan Place Elementary
2021-2022,19,64733,1935519,Los Angeles,Los Angeles Unified,Manual Arts Senior High
2021-2022,19,64733,0106922,Los Angeles,Los Angeles Unified,Maple Primary Center
2021-2022,19,64733,6018048,Los Angeles,Los Angeles Unified,Mar Vista Elementary
2021-2022,19,64733,0126417,Los Angeles,Los Angeles Unified,Marguerite Poindexter LaMotte Elementary
2021-2022,19,64733,6018055,Los Angeles,Los Angeles Unified,Marianna Avenue Elementary
2021-2022,19,64733,6058127,Los Angeles,Los Angeles Unified,Marina del Rey Middle
2021-2022,19,64733,0109256,Los Angeles,Los Angeles Unified,Mariposa-Nabi Primary Center
2021-2022,19,64733,6058135,Los Angeles,Los Angeles Unified,Mark Twain Middle
2021-2022,19,64733,6060529,Los Angeles,Los Angeles Unified,Marlton
2021-2022,19,64733,6018063,Los Angeles,Los Angeles Unified,Marquez Charter
2021-2022,19,64733,0109207,Los Angeles,Los Angeles Unified,Martha Escutia Primary Center
2021-2022,19,64733,6019061,Los Angeles,Los Angeles Unified,Martin Luther King Jr. Elementary
2021-2022,19,64733,6018071,Los Angeles,Los Angeles Unified,Marvin Elementary
2021-2022,19,64733,6058143,Los Angeles,Los Angeles Unified,Mary McLeod Bethune Middle
2021-2022,19,64733,0126136,Los Angeles,Los Angeles Unified,Math and Science College Preparatory
2021-2022,19,64733,0122333,Los Angeles,Los Angeles Unified,"Math, Science, & Technology Magnet Academy at Roosevelt High"
2021-2022,19,64733,0137562,Los Angeles,Los Angeles Unified,Matrix for Success Academy
2021-2022,19,64733,0109397,Los Angeles,Los Angeles Unified,Maurice Sendak Elementary
2021-2022,19,64733,6018089,Los Angeles,Los Angeles Unified,Mayall Street Elementary
2021-2022,19,64733,6018097,Los Angeles,Los Angeles Unified,Mayberry Street Elementary
2021-2022,19,64733,0109462,Los Angeles,Los Angeles Unified,Maywood Academy High
2021-2022,19,64733,0135855,Los Angeles,Los Angeles Unified,Maywood Center for Enriched Studies
2021-2022,19,64733,0109363,Los Angeles,Los Angeles Unified,Maywood Elementary
2021-2022,19,64733,6018105,Los Angeles,Los Angeles Unified,McKinley Avenue Elementary
2021-2022,19,64733,6018113,Los Angeles,Los Angeles Unified,Melrose Avenue Elementary
2021-2022,19,64733,6018121,Los Angeles,Los Angeles Unified,Melvin Avenue Elementary
2021-2022,19,64733,6018139,Los Angeles,Los Angeles Unified,Menlo Avenue Elementary
2021-2022,19,64733,0126573,Los Angeles,Los Angeles Unified,Mervyn M. Dymally High
2021-2022,19,64733,1931468,Los Angeles,Los Angeles Unified,Metropolitan Continuation
2021-2022,19,64733,6018147,Los Angeles,Los Angeles Unified,Meyler Street Elementary
2021-2022,19,64733,0126441,Los Angeles,Los Angeles Unified,Michelle Obama Elementary
2021-2022,19,64733,6018154,Los Angeles,Los Angeles Unified,Micheltorena Street Elementary
2021-2022,19,64733,1931070,Los Angeles,Los Angeles Unified,Mid-City's Prescott School of Enriched Sciences
2021-2022,19,64733,0102913,Los Angeles,Los Angeles Unified,Middle College High
2021-2022,19,64733,0109272,Los Angeles,Los Angeles Unified,Middleton Primary Center
2021-2022,19,64733,6018162,Los Angeles,Los Angeles Unified,Middleton Street Elementary
2021-2022,19,64733,6018170,Los Angeles,Los Angeles Unified,Miles Avenue Elementary
2021-2022,19,64733,6018188,Los Angeles,Los Angeles Unified,Miramonte Elementary
2021-2022,19,64733,1931484,Los Angeles,Los Angeles Unified,Mission Continuation
2021-2022,19,64733,1930486,Los Angeles,Los Angeles Unified,Moneta Continuation
2021-2022,19,64733,0114959,Los Angeles,Los Angeles Unified,Monsenor Oscar Romero Charter Middle
2021-2022,19,64733,6018204,Los Angeles,Los Angeles Unified,Montague Charter Academy
2021-2022,19,64733,6107403,Los Angeles,Los Angeles Unified,Montara Avenue Elementary
2021-2022,19,64733,6018212,Los Angeles,Los Angeles Unified,Monte Vista Street Elementary
2021-2022,19,64733,1931989,Los Angeles,Los Angeles Unified,Monterey Continuation
2021-2022,19,64733,6018220,Los Angeles,Los Angeles Unified,Morningside Elementary
2021-2022,19,64733,6018881,Los Angeles,Los Angeles Unified,Morris K. Hamasaki Elementary
2021-2022,19,64733,6018238,Los Angeles,Los Angeles Unified,Mountain View Elementary
2021-2022,19,64733,6058168,Los Angeles,Los Angeles Unified,Mt. Gleason Middle
2021-2022,19,64733,1930791,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation
2021-2022,19,64733,6018246,Los Angeles,Los Angeles Unified,Mt. Washington Elementary
2021-2022,19,64733,6119044,Los Angeles,Los Angeles Unified,Multicultural Learning Center
2021-2022,19,64733,6018253,Los Angeles,Los Angeles Unified,Multnomah Street Elementary
2021-2022,19,64733,6018261,Los Angeles,Los Angeles Unified,Murchison Street Elementary
2021-2022,19,64733,0102483,Los Angeles,Los Angeles Unified,N.E.W. Academy Canoga Park
2021-2022,19,64733,0100289,Los Angeles,Los Angeles Unified,N.E.W. Academy of Science and Arts
2021-2022,19,64733,6018279,Los Angeles,Los Angeles Unified,Napa Street Elementary
2021-2022,19,64733,1936160,Los Angeles,Los Angeles Unified,Nathaniel Narbonne Senior High
2021-2022,19,64733,0129585,Los Angeles,Los Angeles Unified,Nava College Preparatory Academy
2021-2022,19,64733,6018287,Los Angeles,Los Angeles Unified,Nestle Avenue Charter
2021-2022,19,64733,6018295,Los Angeles,Los Angeles Unified,Nevada Avenue Elementary
2021-2022,19,64733,6018303,Los Angeles,Los Angeles Unified,Nevin Avenue Elementary
2021-2022,19,64733,0102541,Los Angeles,Los Angeles Unified,New Designs Charter
2021-2022,19,64733,0120071,Los Angeles,Los Angeles Unified,New Designs Charter School-Watts
2021-2022,19,64733,0111211,Los Angeles,Los Angeles Unified,New Heights Charter
2021-2022,19,64733,0128371,Los Angeles,Los Angeles Unified,New Horizons Charter Academy
2021-2022,19,64733,0117614,Los Angeles,Los Angeles Unified,New Los Angeles Charter
2021-2022,19,64733,0133702,Los Angeles,Los Angeles Unified,New Los Angeles Charter Elementary
2021-2022,19,64733,0117911,Los Angeles,Los Angeles Unified,New Millennium Secondary
