Academic Year,County Code,District Code,School Code,County Name,District Name,School Name
2021-2022,01,61309,0137745,Alameda,San Lorenzo Unified,Royal Sunset (Continuation)
2021-2022,01,61309,0137810,Alameda,San Lorenzo Unified,San Lorenzo High
2021-2022,01,61309,6002703,Alameda,San Lorenzo Unified,Washington Manor Middle
2021-2022,01,75093,0136929,Alameda,Dublin Unified,Cottonwood Creek
2021-2022,01,75093,0000000,Alameda,Dublin Unified,District Office
2021-2022,01,75093,6001374,Alameda,Dublin Unified,Dublin Elementary
2021-2022,01,75093,0132704,Alameda,Dublin Unified,Dublin High
2021-2022,01,75093,0138164,Alameda,Dublin Unified,Dublin Unified Transition Program
2021-2022,01,75093,0125930,Alameda,Dublin Unified,Eleanor Murray Fallon
2021-2022,01,75093,6001390,Alameda,Dublin Unified,Frederiksen Elementary
2021-2022,01,75093,0123935,Alameda,Dublin Unified,Harold William Kolb
2021-2022,01,75093,0131615,Alameda,Dublin Unified,J. M. Amador Elementary
2021-2022,01,75093,6118038,Alameda,Dublin Unified,James Dougherty Elementary
2021-2022,01,75093,0114579,Alameda,Dublin Unified,John Green Elementary
2021-2022,01,75093,6001424,Alameda,Dublin Unified,Murray Elementary
2021-2022,01,75093,0000001,Alameda,Dublin Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,01,75093,0138453,Alameda,Dublin Unified,Valley High (Continuation)
2021-2022,01,75093,6066484,Alameda,Dublin Unified,Wells Middle
2021-2022,01,75101,6002315,Alameda,Pleasanton Unified,Alisal Elementary
2021-2022,01,75101,0130583,Alameda,Pleasanton Unified,Amador Valley High
2021-2022,01,75101,6001366,Alameda,Pleasanton Unified,Donlon Elementary
2021-2022,01,75101,6002323,Alameda,Pleasanton Unified,Fairlands Elementary
2021-2022,01,75101,0130096,Alameda,Pleasanton Unified,Foothill High
2021-2022,01,75101,6066500,Alameda,Pleasanton Unified,Harvest Park Middle
2021-2022,01,75101,6114318,Alameda,Pleasanton Unified,Henry P. Mohr Elementary
2021-2022,01,75101,6001416,Alameda,Pleasanton Unified,Lydiksen Elementary
2021-2022,01,75101,0000001,Alameda,Pleasanton Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,01,75101,6117600,Alameda,Pleasanton Unified,Phoebe Apperson Hearst Elementary
2021-2022,01,75101,6108971,Alameda,Pleasanton Unified,Pleasanton Middle
2021-2022,01,75101,6117592,Alameda,Pleasanton Unified,Thomas S. Hart Middle
2021-2022,01,75101,6002349,Alameda,Pleasanton Unified,Valley View Elementary
2021-2022,01,75101,0130252,Alameda,Pleasanton Unified,Village High
2021-2022,01,75101,6089361,Alameda,Pleasanton Unified,Vintage Hills Elementary
2021-2022,01,75101,6002356,Alameda,Pleasanton Unified,Walnut Grove Elementary
2021-2022,01,75119,6002711,Alameda,Sunol Glen Unified,Sunol Glen Elementary
2021-2022,01,77180,0138289,Alameda,SBE - Latitude 37.8 High,Latitude 37.8 High
2020-2021,02,10025,0000000,Alpine,Alpine County Office of Education,District Office
2021-2022,02,61333,0137125,Alpine,Alpine County Unified,Bear Valley Elementary
2021-2022,02,61333,6002794,Alpine,Alpine County Unified,Diamond Valley Elementary
2021-2022,03,10033,0330068,Amador,Amador County Office of Education,Amador County Special Education
2021-2022,03,10033,0330035,Amador,Amador County Office of Education,County Community
2021-2022,03,73981,0330753,Amador,Amador County Unified,Amador High
2021-2022,03,73981,0334755,Amador,Amador County Unified,Argonaut High
2021-2022,03,73981,0330019,Amador,Amador County Unified,Independence High (Continuation)
2021-2022,03,73981,6002810,Amador,Amador County Unified,Ione Elementary
2021-2022,03,73981,6107395,Amador,Amador County Unified,Ione Junior High
2021-2022,03,73981,6002828,Amador,Amador County Unified,Jackson Elementary
2021-2022,03,73981,6107387,Amador,Amador County Unified,Jackson Junior High
2021-2022,03,73981,0000001,Amador,Amador County Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,03,73981,0330050,Amador,Amador County Unified,North Star Independent Study
2021-2022,03,73981,6002844,Amador,Amador County Unified,Pine Grove Elementary STEM Magnet
2021-2022,03,73981,6002851,Amador,Amador County Unified,Pioneer Magnet School for the Visual and Performing Arts
2021-2022,03,73981,6002869,Amador,Amador County Unified,Plymouth Elementary
2021-2022,03,73981,6002877,Amador,Amador County Unified,Sutter Creek Elementary
2021-2022,04,10041,0139493,Butte,Butte County Office of Education,BASES Learning Center
2021-2022,04,10041,0129817,Butte,Butte County Office of Education,Butte County Community
2021-2022,04,10041,6069256,Butte,Butte County Office of Education,Butte County Special Education
2021-2022,04,10041,0134213,Butte,Butte County Office of Education,Come Back Butte Charter
2021-2022,04,10041,0114991,Butte,Butte County Office of Education,CORE Butte Charter
2021-2022,04,10041,0430090,Butte,Butte County Office of Education,Hearthstone
2021-2022,04,10041,0430066,Butte,Butte County Office of Education,Table Mountain
2021-2022,04,61382,6002919,Butte,Bangor Union Elementary,Bangor Union Elementary
2021-2022,04,61408,6002943,Butte,Biggs Unified,Biggs Elementary
2021-2022,04,61408,0430827,Butte,Biggs Unified,Biggs High
2021-2022,04,61408,6002950,Butte,Biggs Unified,Richvale Elementary
2021-2022,04,61424,0111039,Butte,Chico Unified,Academy for Change
2021-2022,04,61424,0141085,Butte,Chico Unified,Achieve Charter School of Chico
2021-2022,04,61424,6057129,Butte,Chico Unified,Bidwell Junior High
2021-2022,04,61424,6119523,Butte,Chico Unified,Blue Oak Charter
2021-2022,04,61424,0123976,Butte,Chico Unified,Center for Alternative Learning
2021-2022,04,61424,6002968,Butte,Chico Unified,Chapman Elementary
2021-2022,04,61424,6113773,Butte,Chico Unified,Chico Country Day
2021-2022,04,61424,0431676,Butte,Chico Unified,Chico High
2021-2022,04,61424,6057137,Butte,Chico Unified,Chico Junior High
2021-2022,04,61424,6002976,Butte,Chico Unified,Citrus Avenue Elementary
2021-2022,04,61424,6111116,Butte,Chico Unified,Emma Wilson Elementary
2021-2022,04,61424,0431502,Butte,Chico Unified,Fair View High (Continuation)
2021-2022,04,61424,0118042,Butte,Chico Unified,Forest Ranch Charter
2021-2022,04,61424,6003008,Butte,Chico Unified,Hooker Oak Elementary
2021-2022,04,61424,0120394,Butte,Chico Unified,Inspire School of Arts and Sciences
2021-2022,04,61424,6109722,Butte,Chico Unified,Little Chico Creek Elementary
2021-2022,04,61424,0430215,Butte,Chico Unified,Loma Vista
2021-2022,04,61424,6003032,Butte,Chico Unified,Marigold Elementary
2021-2022,04,61424,6116610,Butte,Chico Unified,Marsh (Harry M.) Junior High
2021-2022,04,61424,6003024,Butte,Chico Unified,McManus (John A.) Elementary
2021-2022,04,61424,6003040,Butte,Chico Unified,Neal Dow Elementary
2021-2022,04,61424,0110551,Butte,Chico Unified,Nord Country
2021-2022,04,61424,0141069,Butte,Chico Unified,Oak Bridge Academy
2021-2022,04,61424,0430199,Butte,Chico Unified,Oakdale
2021-2022,04,61424,6003073,Butte,Chico Unified,Parkview Elementary
2021-2022,04,61424,0137828,Butte,Chico Unified,Pivot Charter School North Valley II
2021-2022,04,61424,0437558,Butte,Chico Unified,Pleasant Valley High
2021-2022,04,61424,6003081,Butte,Chico Unified,Rosedale Elementary
2021-2022,04,61424,6003099,Butte,Chico Unified,Shasta Elementary
2021-2022,04,61424,0121475,Butte,Chico Unified,Sherwood Montessori
2021-2022,04,61424,6003107,Butte,Chico Unified,Sierra View Elementary
2021-2022,04,61424,0123810,Butte,Chico Unified,Wildflower Open Classroom
2021-2022,04,61432,6003115,Butte,Durham Unified,Durham Elementary
2021-2022,04,61432,0433201,Butte,Durham Unified,Durham High
2021-2022,04,61432,6105761,Butte,Durham Unified,Durham Intermediate
2021-2022,04,61457,6003131,Butte,Golden Feather Union Elementary,Concow Elementary
2021-2022,04,61499,6003198,Butte,Manzanita Elementary,Manzanita Elementary
2021-2022,04,61507,6003230,Butte,Oroville City Elementary,Central Middle
2021-2022,04,61507,0121509,Butte,Oroville City Elementary,Ipakanni Early College Charter
2021-2022,04,61507,0110072,Butte,Oroville City Elementary,Ishi Hills Middle
2021-2022,04,61507,6003255,Butte,Oroville City Elementary,Oakdale Heights Elementary
2021-2022,04,61507,6003263,Butte,Oroville City Elementary,Ophir Elementary
2021-2022,04,61507,6003271,Butte,Oroville City Elementary,Stanford Avenue Elementary
2021-2022,04,61507,0129577,Butte,Oroville City Elementary,STREAM Charter
2021-2022,04,61507,6094957,Butte,Oroville City Elementary,Wyandotte Academy
2021-2022,04,61515,0434803,Butte,Oroville Union High,Las Plumas High
2021-2022,04,61515,0435602,Butte,Oroville Union High,Oroville High
2021-2022,04,61515,0437566,Butte,Oroville Union High,Prospect High (Continuation)
2021-2022,04,61523,0110510,Butte,Palermo Union Elementary,Golden Hills Elementary
2021-2022,04,61523,6003289,Butte,Palermo Union Elementary,Helen M. Wilcox Elementary
2021-2022,04,61523,6089080,Butte,Palermo Union Elementary,Honcut
2021-2022,04,61523,6003297,Butte,Palermo Union Elementary,Palermo
2021-2022,04,61523,6115034,Butte,Palermo Union Elementary,Palermo Union Community Day (K-8)
2021-2022,04,61531,0110338,Butte,Paradise Unified,Achieve Charter School of Paradise Inc.
2021-2022,04,61531,6113526,Butte,Paradise Unified,Cedarwood Elementary
2021-2022,04,61531,6113765,Butte,Paradise Unified,Children's Community Charter
2021-2022,04,61531,6112585,Butte,Paradise Unified,HomeTech Charter
2021-2022,04,61531,6112999,Butte,Paradise Unified,Paradise Charter Middle
2021-2022,04,61531,0121715,Butte,Paradise Unified,Paradise eLearning Academy
2021-2022,04,61531,6003321,Butte,Paradise Unified,Paradise Junior High
2021-2022,04,61531,0139329,Butte,Paradise Unified,Paradise Ridge Elementary
2021-2022,04,61531,0437350,Butte,Paradise Unified,Paradise Senior High
2021-2022,04,61531,6105522,Butte,Paradise Unified,Pine Ridge
2021-2022,04,61531,0432856,Butte,Paradise Unified,Ridgeview High (Continuation)
2021-2022,04,61549,0000000,Butte,Thermalito Union Elementary,District Office
2021-2022,04,61549,6121016,Butte,Thermalito Union Elementary,Heritage Community Day
2021-2022,04,61549,6003354,Butte,Thermalito Union Elementary,Nelson Avenue Middle
2021-2022,04,61549,0102327,Butte,Thermalito Union Elementary,Plumas Avenue Elementary
2021-2022,04,61549,6003362,Butte,Thermalito Union Elementary,Poplar Avenue Elementary
2021-2022,04,61549,6003370,Butte,Thermalito Union Elementary,Sierra Avenue Elementary
2021-2022,04,73379,6002927,Butte,Pioneer Union Elementary,Berry Creek Elementary
2021-2022,04,75507,0433946,Butte,Gridley Unified,Esperanza High (Continuation)
2021-2022,04,75507,0433953,Butte,Gridley Unified,Gridley High
2021-2022,04,75507,6003156,Butte,Gridley Unified,McKinley Elementary
2021-2022,04,75507,6003164,Butte,Gridley Unified,Sycamore Middle
2021-2022,04,75507,6003172,Butte,Gridley Unified,Wilson Elementary
2021-2022,05,10058,6077150,Calaveras,Calaveras County Office of Education,Calaveras County Special Education (SELPA)
2021-2022,05,10058,0530048,Calaveras,Calaveras County Office of Education,Calaveras River Academy
2021-2022,05,10058,0530154,Calaveras,Calaveras County Office of Education,Mountain Oaks
2021-2022,05,10058,9010745,Calaveras,Calaveras County Office of Education,Oakendell Community
2021-2022,05,61556,0532507,Calaveras,Bret Harte Union High,Bret Harte Union High
2021-2022,05,61556,0000001,Calaveras,Bret Harte Union High,"Nonpublic, Nonsectarian Schools"
2021-2022,05,61556,0530014,Calaveras,Bret Harte Union High,Vallecito Continuation High
2021-2022,05,61564,0531509,Calaveras,Calaveras Unified,Calaveras High
2021-2022,05,61564,0530055,Calaveras,Calaveras Unified,Calaveras Unified Alternative-Sierra Hills Education Center
2021-2022,05,61564,0530022,Calaveras,Calaveras Unified,Gold Strike High
2021-2022,05,61564,6108518,Calaveras,Calaveras Unified,Jenny Lind Elementary
2021-2022,05,61564,6003404,Calaveras,Calaveras Unified,Mokelumne Hill Elementary
2021-2022,05,61564,0000001,Calaveras,Calaveras Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,05,61564,6003438,Calaveras,Calaveras Unified,San Andreas Elementary
2021-2022,05,61564,6105431,Calaveras,Calaveras Unified,Toyon Middle
2021-2022,05,61564,6003446,Calaveras,Calaveras Unified,Valley Springs Elementary
2021-2022,05,61564,6003453,Calaveras,Calaveras Unified,West Point Elementary
2021-2022,05,61572,6003388,Calaveras,Mark Twain Union Elementary,Copperopolis Elementary
2021-2022,05,61572,6003461,Calaveras,Mark Twain Union Elementary,Mark Twain Elementary
2021-2022,05,61572,0000001,Calaveras,Mark Twain Union Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,05,61580,6088975,Calaveras,Vallecito Union,Albert A. Michelson Elementary
2021-2022,05,61580,6111884,Calaveras,Vallecito Union,Avery Middle
2021-2022,05,61580,6003396,Calaveras,Vallecito Union,Hazel Fischer Elementary
2021-2022,05,61580,0000001,Calaveras,Vallecito Union,"Nonpublic, Nonsectarian Schools"
2021-2022,06,10066,0136580,Colusa,Colusa County Office of Education,Coastal Buttes Academy
2021-2022,06,10066,0630111,Colusa,Colusa County Office of Education,S. William Abel Academy
2021-2022,06,61598,0630012,Colusa,Colusa Unified,Colusa Alternative High (Continuation)
2021-2022,06,61598,0630046,Colusa,Colusa Unified,Colusa Alternative Home
2021-2022,06,61598,0631259,Colusa,Colusa Unified,Colusa High
2021-2022,06,61598,6057152,Colusa,Colusa Unified,George T. Egling Middle
2021-2022,06,61598,6003495,Colusa,Colusa Unified,James M. Burchfield Primary
2021-2022,06,61606,6003503,Colusa,Maxwell Unified,Maxwell Elementary
2021-2022,06,61606,0133223,Colusa,Maxwell Unified,Maxwell Middle
2021-2022,06,61606,0634758,Colusa,Maxwell Unified,Maxwell Sr High
2021-2022,06,61614,0630087,Colusa,Pierce Joint Unified,Arbuckle Alternative High (Continuation)
2021-2022,06,61614,6003511,Colusa,Pierce Joint Unified,Arbuckle Elementary
2021-2022,06,61614,6003537,Colusa,Pierce Joint Unified,Grand Island Elementary
2021-2022,06,61614,6103576,Colusa,Pierce Joint Unified,Lloyd G. Johnson Junior High
2021-2022,06,61614,0000001,Colusa,Pierce Joint Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,06,61614,0635250,Colusa,Pierce Joint Unified,Pierce High
2021-2022,06,61622,0630038,Colusa,Williams Unified,Mid Valley High (Continuation)
2021-2022,06,61622,0637504,Colusa,Williams Unified,Williams Junior/Senior High
2021-2022,06,61622,6003552,Colusa,Williams Unified,Williams Primary Elementary
2021-2022,06,61622,0118729,Colusa,Williams Unified,Williams Upper Elementary
2021-2022,07,10074,0129528,Contra Costa,Contra Costa County Office of Education,Caliber: Beta Academy
2021-2022,07,10074,0107342,Contra Costa,Contra Costa County Office of Education,CCCOE Special Education Programs
2021-2022,07,10074,0107334,Contra Costa,Contra Costa County Office of Education,Central County Special Education Programs
2021-2022,07,10074,0731380,Contra Costa,Contra Costa County Office of Education,Clayton Valley Charter High
2021-2022,07,10074,0134114,Contra Costa,Contra Costa County Office of Education,Contra Costa School of Performing Arts
2021-2022,07,10074,6077168,Contra Costa,Contra Costa County Office of Education,Floyd I. Marchus
2021-2022,07,10074,0730614,Contra Costa,Contra Costa County Office of Education,Golden Gate Community
2021-2022,07,10074,0137026,Contra Costa,Contra Costa County Office of Education,Invictus Academy of Richmond
2021-2022,07,10074,0114470,Contra Costa,Contra Costa County Office of Education,Making Waves Academy
2021-2022,07,10074,6118368,Contra Costa,Contra Costa County Office of Education,Manzanita Middle
2021-2022,07,10074,0120444,Contra Costa,Contra Costa County Office of Education,Mt. McKinley
2021-2022,07,10074,0129684,Contra Costa,Contra Costa County Office of Education,Summit Public School K2
2021-2022,07,61630,0107524,Contra Costa,Acalanes Union High,Acalanes Center for Independent Study
2021-2022,07,61630,0730283,Contra Costa,Acalanes Union High,Acalanes High
2021-2022,07,61630,0731125,Contra Costa,Acalanes Union High,Campolindo High
2021-2022,07,61630,0733725,Contra Costa,Acalanes Union High,Las Lomas High
2021-2022,07,61630,0734244,Contra Costa,Acalanes Union High,Miramonte High
2021-2022,07,61630,0000001,Contra Costa,Acalanes Union High,"Nonpublic, Nonsectarian Schools"
2021-2022,07,61648,6115703,Contra Costa,Antioch Unified,Antioch Charter Academy
2021-2022,07,61648,0115063,Contra Costa,Antioch Unified,Antioch Charter Academy II
2021-2022,07,61648,0730861,Contra Costa,Antioch Unified,Antioch High
2021-2022,07,61648,6057178,Contra Costa,Antioch Unified,Antioch Middle
2021-2022,07,61648,6003578,Contra Costa,Antioch Unified,Belshaw Elementary
2021-2022,07,61648,0110494,Contra Costa,Antioch Unified,Bidwell Continuation High
2021-2022,07,61648,6113104,Contra Costa,Antioch Unified,Black Diamond Middle
2021-2022,07,61648,0106583,Contra Costa,Antioch Unified,Carmen Dragon Elementary
2021-2022,07,61648,0100479,Contra Costa,Antioch Unified,Dallas Ranch Middle
2021-2022,07,61648,0730465,Contra Costa,Antioch Unified,Deer Valley High
2021-2022,07,61648,6117501,Contra Costa,Antioch Unified,Diablo Vista Elementary
2021-2022,07,61648,0117218,Contra Costa,Antioch Unified,Dozier-Libbey Medical High
2021-2022,07,61648,6003594,Contra Costa,Antioch Unified,Fremont Elementary
2021-2022,07,61648,6115380,Contra Costa,Antioch Unified,Grant Elementary
2021-2022,07,61648,6110514,Contra Costa,Antioch Unified,Jack London Elementary
2021-2022,07,61648,6003602,Contra Costa,Antioch Unified,Kimball Elementary
2021-2022,07,61648,0730101,Contra Costa,Antioch Unified,Live Oak High (Continuation)
